last contact date,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,target
2008-06-18,44,blue-collar,married,secondary,no,0,no,no,,26,7,-1,0,,no
2008-06-17,44,blue-collar,married,primary,no,711,no,no,,291,1,-1,0,,no
2008-05-12,38,services,married,secondary,no,1616,yes,no,telephone,168,5,288,3,failure,no
2010-05-30,44,technician,divorced,secondary,no,752,yes,no,,363,3,-1,0,,no
2010-07-23,30,admin.,single,tertiary,no,536,yes,no,cellular,81,1,-1,0,,no
2010-05-28,54,technician,married,secondary,no,65,no,no,cellular,309,4,93,4,failure,no
2009-06-20,43,admin.,married,secondary,no,584,no,no,,27,1,-1,0,,no
2008-05-14,41,technician,married,secondary,no,1043,yes,yes,,225,1,-1,0,,no
2008-11-20,33,technician,married,tertiary,no,6843,no,no,cellular,755,1,100,10,other,yes
2008-10-05,76,unemployed,married,primary,yes,42210,no,no,telephone,2917,59,559,14,failure,yes
2009-04-21,65,retired,married,tertiary,no,1973,no,no,telephone,396,3,-1,0,,yes
2010-08-08,52,blue-collar,married,secondary,no,900,no,no,cellular,117,2,-1,0,,no
2010-11-21,39,services,married,primary,no,1601,yes,no,cellular,219,2,182,2,failure,no
2009-08-07,55,housemaid,married,tertiary,no,4235,no,no,cellular,973,4,-1,0,,no
2010-03-03,74,unemployed,single,secondary,no,311,yes,yes,telephone,1019,59,435,79,success,yes
2009-05-11,43,self-employed,married,tertiary,yes,310,yes,no,cellular,84,7,-1,0,,no
2008-04-20,31,technician,single,secondary,no,1222,yes,no,cellular,186,3,-1,0,,no
2008-08-19,46,,married,secondary,no,1482,no,no,cellular,139,3,-1,0,,no
2008-12-21,82,unemployed,divorced,secondary,yes,35707,yes,yes,telephone,2955,52,649,167,failure,yes
2008-08-25,33,technician,married,secondary,no,0,no,no,cellular,296,8,-1,0,,no
2008-06-02,49,management,divorced,tertiary,no,696,yes,no,,310,3,-1,0,,no
2010-06-02,38,blue-collar,married,primary,no,1495,yes,no,,74,3,-1,0,,no
2010-10-11,32,admin.,married,secondary,no,1229,no,no,cellular,485,1,182,1,success,no
2008-08-13,51,management,divorced,tertiary,no,0,no,no,cellular,60,2,-1,0,,no
2009-05-11,31,blue-collar,married,secondary,no,457,yes,no,cellular,236,1,-1,0,,no
2010-05-28,29,management,single,tertiary,no,5980,yes,no,,317,1,-1,0,,no
2010-11-21,56,retired,married,secondary,yes,-1122,yes,yes,cellular,220,1,-1,0,,no
2010-05-13,45,blue-collar,married,tertiary,no,23,yes,yes,cellular,234,3,-1,0,,no
2010-08-18,32,technician,divorced,secondary,no,2870,no,no,cellular,91,4,-1,0,,no
2009-04-17,40,management,married,tertiary,no,640,yes,no,cellular,202,2,-1,0,,no
2010-08-08,53,management,married,tertiary,no,2327,no,no,cellular,94,2,-1,0,,no
2008-07-31,43,admin.,married,secondary,no,352,no,yes,cellular,165,4,-1,0,,no
2008-11-17,34,management,single,tertiary,no,621,yes,no,cellular,97,1,-1,0,,no
2008-03-06,91,entrepreneur,married,secondary,no,24650,no,no,telephone,2540,17,643,204,failure,no
2009-09-12,46,housemaid,divorced,secondary,yes,65712,no,yes,telephone,316,40,371,92,failure,yes
2010-02-06,30,blue-collar,single,secondary,no,522,no,no,cellular,197,3,-1,0,,no
2010-06-20,51,retired,married,secondary,no,806,no,no,,32,1,-1,0,,no
2008-05-04,34,entrepreneur,married,tertiary,no,1076,yes,no,cellular,1121,3,88,10,success,no
2008-07-14,54,admin.,divorced,,no,0,no,no,cellular,191,3,-1,0,,no
2008-06-03,36,blue-collar,married,secondary,no,6290,yes,no,,19,20,-1,0,,no
2008-12-17,46,management,married,tertiary,no,0,yes,no,cellular,155,1,199,2,failure,no
2009-07-30,36,housemaid,married,primary,no,78,yes,no,telephone,2692,9,-1,0,,yes
2010-04-29,31,management,single,tertiary,no,4319,yes,no,cellular,153,4,161,1,failure,no
2009-05-23,46,blue-collar,married,secondary,no,0,yes,no,,172,3,-1,0,,no
2010-09-16,67,retired,married,secondary,no,2048,no,no,cellular,452,5,195,4,other,yes
2008-12-23,46,student,single,secondary,yes,92646,no,yes,cellular,1114,20,736,114,other,no
2009-08-14,50,management,single,tertiary,no,1200,no,no,cellular,904,3,-1,0,,yes
2009-08-08,56,management,divorced,tertiary,no,66721,no,no,cellular,442,2,-1,0,,no
2009-05-30,36,management,single,tertiary,no,548,yes,yes,,618,3,-1,0,,no
2008-05-21,34,technician,divorced,primary,no,3744,yes,no,,489,2,-1,0,,no
2009-06-02,53,blue-collar,married,primary,no,1942,yes,no,,185,2,-1,0,,no
2009-05-26,54,technician,married,tertiary,no,6507,no,no,cellular,145,1,-1,0,,no
2010-11-21,57,housemaid,divorced,secondary,no,4969,no,no,cellular,655,2,-1,0,,no
2009-11-18,48,management,married,tertiary,no,1175,yes,no,telephone,1476,3,-1,0,,no
2009-07-14,58,technician,single,secondary,no,409,no,yes,cellular,643,2,-1,0,,no
2009-01-18,19,self-employed,divorced,tertiary,yes,80587,yes,yes,telephone,1466,2,706,215,other,yes
2010-05-19,56,blue-collar,married,secondary,no,25,yes,no,,264,1,-1,0,,no
2009-08-22,36,technician,single,secondary,no,159,yes,no,cellular,251,4,-1,0,,no
2009-08-18,30,management,married,tertiary,no,913,yes,no,cellular,341,4,-1,0,,no
2008-11-16,43,management,married,tertiary,no,3186,no,no,cellular,380,1,88,1,failure,yes
2010-08-07,45,technician,married,secondary,no,760,no,no,cellular,95,2,-1,0,,no
2010-05-29,36,technician,single,,no,0,yes,no,,148,1,-1,0,,no
2009-10-07,26,housemaid,single,primary,no,46801,yes,no,telephone,2366,33,853,260,success,no
2010-05-18,26,blue-collar,married,primary,no,172,yes,no,cellular,410,3,354,3,failure,no
2008-05-04,52,unemployed,married,secondary,no,94,no,no,cellular,223,9,4,1,success,no
2010-05-05,44,services,divorced,secondary,no,2586,yes,no,,160,1,-1,0,,no
2009-05-30,35,blue-collar,single,tertiary,no,573,no,no,,116,3,-1,0,,no
2010-01-28,55,management,married,,no,559,no,no,cellular,271,2,-1,0,,no
2009-05-13,44,management,married,tertiary,no,0,no,no,,27,1,-1,0,,no
2010-02-02,40,technician,divorced,secondary,no,0,yes,no,cellular,67,1,-1,0,,no
2008-05-15,42,blue-collar,married,primary,no,-336,yes,no,telephone,12,6,-1,0,,no
2010-07-22,45,blue-collar,married,secondary,no,2926,yes,yes,cellular,477,2,-1,0,,no
2008-05-13,26,technician,married,tertiary,no,3825,yes,no,,107,1,-1,0,,no
2008-05-30,44,technician,married,secondary,no,858,no,no,,567,2,-1,0,,no
2008-11-19,32,services,single,secondary,no,545,yes,no,cellular,194,1,-1,0,,no
2010-05-14,38,blue-collar,divorced,secondary,no,2048,no,yes,cellular,123,1,-1,0,,no
2010-07-21,44,admin.,divorced,secondary,no,4842,no,no,cellular,322,4,-1,0,,no
2008-11-20,51,blue-collar,divorced,secondary,yes,56,yes,yes,cellular,71,2,-1,0,,no
2009-05-28,29,management,married,tertiary,no,4050,yes,no,,166,1,-1,0,,no
2009-08-20,43,self-employed,married,tertiary,no,488,no,no,cellular,190,12,-1,0,,no
2008-03-20,68,entrepreneur,divorced,secondary,no,20920,no,no,telephone,602,28,294,82,other,no
2010-05-13,29,entrepreneur,married,secondary,no,714,yes,yes,cellular,482,2,-1,0,,yes
2010-09-30,27,housemaid,divorced,secondary,yes,99618,no,yes,telephone,3778,52,324,53,other,yes
2010-05-09,43,blue-collar,married,primary,no,336,yes,no,,256,5,-1,0,,no
2010-07-09,45,blue-collar,married,primary,no,942,no,yes,cellular,295,1,-1,0,,no
2008-12-09,63,student,single,secondary,no,84926,no,yes,cellular,3159,17,376,119,success,no
2010-05-13,46,blue-collar,married,primary,no,5461,yes,no,cellular,562,2,174,2,success,no
2008-05-07,31,technician,married,secondary,no,344,yes,no,,123,1,-1,0,,no
2010-07-21,35,technician,divorced,,no,244,no,no,cellular,54,10,-1,0,,no
2009-11-18,34,self-employed,divorced,secondary,no,172,yes,no,cellular,65,1,-1,0,,no
2010-07-09,56,retired,married,secondary,no,343,no,yes,cellular,77,1,-1,0,,no
2009-11-19,29,blue-collar,married,secondary,no,659,no,no,telephone,401,1,-1,0,,no
2009-09-14,77,student,divorced,primary,yes,74296,yes,no,telephone,2817,35,346,15,success,no
2010-08-28,72,retired,divorced,primary,no,0,no,no,telephone,359,1,-1,0,,no
2010-03-14,80,entrepreneur,single,secondary,no,61790,no,yes,telephone,1169,55,102,220,other,yes
2009-10-16,49,unemployed,married,primary,yes,76021,no,no,cellular,3101,57,238,181,failure,no
2008-08-07,51,services,married,tertiary,no,0,no,no,cellular,297,8,-1,0,,no
2010-10-09,47,student,single,secondary,yes,90197,no,yes,telephone,1135,45,719,227,failure,no
2009-04-16,20,student,single,,no,4137,yes,no,telephone,55,2,-1,0,,no
2010-07-08,42,blue-collar,married,secondary,yes,-29,no,yes,cellular,294,2,-1,0,,no
2010-06-18,49,retired,single,,no,332,no,no,,163,2,-1,0,,no
2009-07-29,43,unemployed,married,primary,no,731,no,no,cellular,360,4,-1,0,,no
2009-10-03,26,self-employed,married,tertiary,yes,95598,yes,no,cellular,4538,35,838,208,success,yes
2010-07-30,56,retired,married,primary,no,152,yes,yes,cellular,65,7,-1,0,,no
2009-11-20,31,self-employed,single,tertiary,no,8460,no,no,cellular,68,1,-1,0,,no
2008-07-18,57,technician,divorced,secondary,no,1244,yes,no,cellular,383,1,-1,0,,no
2008-05-13,41,blue-collar,married,secondary,no,429,yes,no,,244,1,-1,0,,no
2010-05-21,30,entrepreneur,married,primary,no,-98,yes,no,,166,7,-1,0,,no
2009-05-14,55,blue-collar,married,primary,no,680,yes,no,,321,1,-1,0,,no
2010-01-08,33,housemaid,single,secondary,yes,5111,no,no,cellular,1246,7,537,160,other,no
2008-03-14,62,self-employed,single,secondary,no,15984,no,no,cellular,3381,53,481,120,other,yes
2009-07-08,34,blue-collar,married,primary,no,567,no,yes,cellular,241,3,-1,0,,no
2008-08-06,40,management,married,tertiary,no,3812,no,no,cellular,58,4,-1,0,,no
2010-01-29,27,self-employed,single,tertiary,no,1000,no,no,cellular,71,1,-1,0,,no
2008-05-15,59,services,married,secondary,no,7475,no,no,,587,1,-1,0,,no
2009-07-21,35,technician,divorced,secondary,no,103,yes,no,cellular,304,1,-1,0,,no
2009-04-23,67,retired,single,tertiary,no,3377,no,no,telephone,77,2,-1,0,,no
2010-11-21,35,unemployed,married,secondary,yes,1054,yes,yes,cellular,106,1,-1,0,,no
2008-06-19,48,management,married,tertiary,no,13501,no,no,,63,2,-1,0,,no
2008-08-29,40,technician,divorced,secondary,no,0,no,no,cellular,299,3,-1,0,,no
2010-05-04,36,unemployed,married,tertiary,no,7222,yes,no,cellular,104,1,181,5,failure,no
2009-01-14,48,services,married,secondary,no,517,no,no,cellular,273,1,-1,0,,no
2010-05-27,59,management,divorced,tertiary,no,844,no,yes,,100,2,-1,0,,no
2009-05-21,37,blue-collar,married,primary,no,3242,yes,no,,233,1,-1,0,,no
2009-10-13,62,self-employed,divorced,tertiary,no,6,yes,no,cellular,216,1,183,4,success,yes
2008-05-08,27,admin.,single,secondary,no,181,yes,no,,231,2,-1,0,,no
2009-03-22,78,student,divorced,primary,no,40851,yes,yes,telephone,3059,45,792,49,other,no
2010-05-15,42,services,married,secondary,no,146,yes,yes,cellular,670,4,346,1,failure,yes
2009-09-28,28,student,single,tertiary,no,0,no,no,cellular,294,2,105,7,other,yes
2010-04-22,30,admin.,single,secondary,no,40,no,no,cellular,382,2,-1,0,,no
2010-07-17,36,management,divorced,tertiary,no,210,yes,no,cellular,182,2,-1,0,,no
2009-05-07,30,blue-collar,divorced,secondary,no,292,yes,no,cellular,381,1,335,5,other,no
2008-11-08,44,management,married,tertiary,no,839,no,no,cellular,240,1,40,2,other,no
2008-04-27,53,admin.,divorced,tertiary,no,122,no,no,cellular,98,1,-1,0,,no
2009-08-13,51,retired,married,secondary,no,2281,no,no,cellular,164,1,-1,0,,no
2009-03-05,23,admin.,single,tertiary,no,0,no,no,cellular,168,2,-1,0,,no
2010-07-30,53,services,married,secondary,no,1194,no,no,telephone,166,4,-1,0,,no
2008-06-06,38,blue-collar,single,secondary,no,1230,yes,no,,266,2,-1,0,,no
2009-06-18,45,admin.,married,secondary,no,231,yes,no,,151,3,-1,0,,no
2008-03-08,32,unemployed,single,primary,no,1429,no,no,cellular,150,4,-1,0,,no
2010-06-06,37,blue-collar,married,,no,1508,no,yes,,381,2,-1,0,,yes
2008-07-30,36,technician,divorced,secondary,no,664,yes,yes,cellular,266,4,-1,0,,no
2009-03-28,34,student,single,tertiary,no,27164,yes,no,cellular,4769,7,707,252,success,no
2010-05-12,52,retired,married,primary,no,752,yes,no,telephone,339,4,347,2,failure,no
2008-06-02,53,management,married,,no,2240,yes,no,cellular,282,2,385,1,success,yes
2008-07-22,26,services,single,tertiary,no,238,yes,no,cellular,156,3,-1,0,,no
2009-08-28,52,technician,married,secondary,no,118,no,no,cellular,16,20,-1,0,,no
2008-05-16,47,blue-collar,married,secondary,no,-656,yes,no,,184,2,-1,0,,no
2008-07-18,51,management,married,tertiary,no,-714,no,no,cellular,83,2,-1,0,,no
2008-05-12,37,services,married,primary,no,0,yes,no,cellular,631,1,344,1,success,no
2010-06-17,58,housemaid,divorced,primary,no,57,no,no,,117,3,-1,0,,no
2010-05-30,49,self-employed,married,secondary,no,2061,yes,yes,,137,3,-1,0,,no
2009-11-21,34,services,married,secondary,no,-508,yes,no,cellular,144,6,185,2,failure,no
2009-11-19,55,technician,married,secondary,no,0,no,no,cellular,336,1,-1,0,,no
2009-02-02,40,management,married,tertiary,no,572,no,no,cellular,133,3,5,2,other,no
2010-05-30,42,blue-collar,married,secondary,no,1958,yes,no,,124,3,-1,0,,no
2010-02-02,83,retired,married,primary,no,425,no,no,telephone,912,1,-1,0,,no
2008-06-04,29,services,single,secondary,no,32,yes,no,,563,1,-1,0,,yes
2008-05-15,42,blue-collar,married,primary,no,-181,yes,no,,297,3,-1,0,,no
2008-04-17,53,technician,married,secondary,no,5303,yes,no,telephone,320,3,180,1,success,yes
2010-11-17,39,management,married,secondary,no,313,yes,no,cellular,125,1,-1,0,,no
2010-05-11,37,admin.,single,secondary,no,-17,yes,no,cellular,400,2,340,2,failure,no
2008-09-02,48,,single,,no,1819,no,no,cellular,1440,1,458,1,failure,yes
2010-05-13,28,blue-collar,single,secondary,yes,-2,yes,yes,cellular,172,2,364,5,failure,no
2010-05-06,49,entrepreneur,married,secondary,no,167,yes,yes,,198,3,-1,0,,no
2008-02-03,29,management,married,tertiary,no,877,no,no,cellular,166,3,-1,0,,no
2010-06-09,56,admin.,married,secondary,no,2146,no,yes,,594,1,-1,0,,no
2008-05-22,38,management,single,tertiary,no,4841,no,no,cellular,580,3,-1,0,,no
2008-05-05,36,admin.,divorced,secondary,no,506,yes,no,,577,1,-1,0,,no
2009-06-09,49,retired,single,primary,no,505,no,no,,35,1,-1,0,,no
2009-07-31,38,blue-collar,single,secondary,no,1911,yes,no,cellular,74,4,-1,0,,no
2008-01-28,48,technician,married,secondary,no,340,yes,no,cellular,255,2,-1,0,,no
2010-07-31,34,services,married,secondary,no,27,yes,yes,cellular,249,3,-1,0,,no
2010-02-03,56,self-employed,married,tertiary,no,350,no,no,cellular,83,3,-1,0,,no
2008-07-31,39,entrepreneur,married,tertiary,no,0,no,no,cellular,70,3,-1,0,,no
2008-05-08,49,technician,divorced,secondary,no,95,yes,no,cellular,90,1,-1,0,,no
2009-04-28,30,management,single,tertiary,no,697,no,no,cellular,545,2,181,8,success,yes
2009-05-12,30,blue-collar,married,secondary,no,3,yes,yes,cellular,326,2,-1,0,,no
2009-05-11,29,blue-collar,married,secondary,no,0,yes,no,cellular,116,6,-1,0,,no
2010-07-14,42,services,married,secondary,no,86,yes,no,cellular,385,3,-1,0,,no
2008-11-20,35,management,single,tertiary,no,1379,no,no,cellular,370,1,-1,0,,no
2008-08-07,46,retired,married,secondary,no,23,yes,yes,cellular,122,2,-1,0,,no
2009-05-05,33,blue-collar,married,secondary,no,931,yes,no,cellular,272,2,336,1,failure,no
2008-03-01,79,student,married,tertiary,no,62485,no,no,cellular,1592,27,126,111,failure,yes
2009-05-06,37,blue-collar,married,secondary,no,1293,no,no,,652,1,-1,0,,no
2010-03-30,87,housemaid,single,secondary,no,49553,no,yes,telephone,4260,57,437,273,other,yes
2008-01-29,29,technician,single,tertiary,no,370,yes,no,cellular,119,2,251,5,failure,no
2009-05-13,24,blue-collar,married,secondary,no,32,no,no,,264,3,-1,0,,no
2009-07-31,47,blue-collar,married,secondary,no,846,yes,no,cellular,437,2,-1,0,,no
2010-05-29,48,blue-collar,married,,no,2201,yes,no,,364,2,-1,0,,no
2009-11-20,40,admin.,married,secondary,no,2574,yes,no,cellular,517,1,-1,0,,no
2009-08-26,31,technician,single,tertiary,no,17,no,no,cellular,239,2,-1,0,,no
2009-07-15,30,admin.,married,secondary,no,0,no,no,cellular,127,5,-1,0,,no
2010-05-15,40,technician,married,tertiary,no,602,yes,no,cellular,145,4,360,7,failure,no
2008-08-21,34,housemaid,married,secondary,yes,0,no,no,cellular,398,2,-1,0,,no
2010-08-14,36,technician,single,tertiary,no,306,no,no,cellular,111,2,-1,0,,no
2010-04-17,55,management,married,secondary,no,566,yes,no,cellular,107,1,-1,0,,no
2008-08-13,37,management,married,tertiary,no,887,no,no,cellular,257,5,-1,0,,no
2008-12-02,44,self-employed,divorced,tertiary,no,20743,yes,no,cellular,2519,35,269,174,other,yes
2009-04-17,34,management,married,secondary,yes,879,yes,no,cellular,712,1,344,1,failure,yes
2010-07-21,33,entrepreneur,married,secondary,no,1034,yes,no,cellular,141,6,-1,0,,no
2010-06-11,36,self-employed,married,tertiary,no,2517,no,no,,117,2,-1,0,,no
2010-06-09,35,admin.,married,secondary,no,1035,yes,yes,,274,2,-1,0,,no
2008-08-25,46,technician,married,secondary,no,520,no,no,cellular,61,4,-1,0,,no
2009-06-16,45,blue-collar,married,secondary,no,3037,no,no,,60,2,-1,0,,no
2009-05-07,38,blue-collar,married,primary,no,83,yes,no,,140,2,-1,0,,no
2008-07-22,34,blue-collar,married,secondary,no,1650,yes,yes,telephone,351,11,-1,0,,no
2009-04-23,52,management,married,secondary,no,5193,no,no,cellular,477,2,-1,0,,no
2008-08-21,53,blue-collar,married,primary,no,2295,no,no,cellular,65,10,-1,0,,no
2010-11-17,56,management,divorced,tertiary,no,2126,yes,no,cellular,131,1,-1,0,,no
2008-07-31,49,management,divorced,tertiary,no,2564,yes,no,cellular,744,8,-1,0,,no
2008-06-24,53,blue-collar,married,secondary,no,21522,no,no,,146,4,-1,0,,no
2008-08-13,47,unemployed,married,secondary,no,432,no,no,cellular,334,2,-1,0,,no
2008-11-13,61,retired,married,primary,no,2863,no,no,cellular,264,1,-1,0,,no
2009-07-21,29,management,single,tertiary,no,872,yes,no,cellular,173,2,-1,0,,no
2009-12-02,48,self-employed,single,secondary,yes,80078,yes,yes,cellular,3729,16,796,205,failure,no
2008-11-18,46,blue-collar,married,secondary,no,942,no,no,cellular,240,3,119,2,failure,no
2008-11-21,31,,married,secondary,no,111,no,no,cellular,504,2,93,2,failure,yes
2008-11-20,51,entrepreneur,married,secondary,no,653,yes,no,cellular,16,9,112,37,other,no
2010-06-11,38,blue-collar,married,secondary,no,361,yes,no,,601,1,-1,0,,no
2010-05-20,35,blue-collar,married,primary,no,102,yes,no,,1334,1,-1,0,,yes
2009-07-24,30,services,married,secondary,no,-68,yes,yes,cellular,78,1,-1,0,,no
2009-11-21,46,admin.,married,secondary,no,9319,yes,no,cellular,31,7,-1,0,,no
2008-06-04,36,unemployed,married,secondary,no,352,yes,no,cellular,94,2,-1,0,,no
2009-05-12,23,admin.,single,secondary,no,290,yes,no,,163,4,-1,0,,no
2008-07-24,33,technician,divorced,secondary,no,791,yes,no,cellular,268,2,-1,0,,no
2010-05-05,59,admin.,married,secondary,no,2343,yes,no,,1042,1,-1,0,,yes
2010-08-26,39,technician,divorced,secondary,no,807,yes,yes,cellular,209,6,-1,0,,no
2008-05-13,31,technician,married,secondary,no,106,yes,no,,101,13,-1,0,,no
2008-08-25,47,blue-collar,married,primary,no,259,no,no,cellular,83,5,-1,0,,no
2010-05-30,44,management,divorced,tertiary,no,1379,yes,no,,119,1,-1,0,,no
2008-09-18,37,unemployed,single,secondary,yes,28961,yes,yes,cellular,4355,43,835,226,other,no
2010-05-12,35,blue-collar,married,,no,-465,no,no,cellular,158,1,351,1,failure,no
2008-05-12,43,blue-collar,married,primary,no,-25,yes,no,cellular,254,4,365,2,failure,no
2010-07-04,37,self-employed,divorced,tertiary,no,60,no,yes,,426,3,-1,0,,no
2010-10-13,74,retired,married,tertiary,no,1124,no,no,telephone,200,2,-1,0,,no
2009-09-03,57,retired,married,primary,no,1947,no,no,cellular,126,1,185,7,success,no
2008-07-15,37,management,single,tertiary,no,24,no,no,cellular,280,5,-1,0,,no
2010-07-08,31,blue-collar,single,primary,no,485,no,yes,cellular,447,2,-1,0,,no
2008-11-21,46,blue-collar,married,primary,no,2023,yes,no,cellular,118,1,-1,0,,no
2008-08-07,53,technician,married,secondary,no,234,no,no,cellular,103,2,-1,0,,no
2008-12-14,85,entrepreneur,single,secondary,no,2807,no,no,telephone,1714,20,114,27,success,no
2010-07-22,51,services,single,secondary,no,510,no,no,telephone,68,4,-1,0,,no
2010-11-19,38,admin.,single,secondary,no,2600,yes,no,cellular,67,1,-1,0,,no
2010-06-19,23,admin.,married,secondary,no,299,yes,no,,104,1,-1,0,,no
2009-05-08,34,management,single,tertiary,no,163,no,no,,44,1,-1,0,,no
2010-02-05,36,admin.,single,tertiary,no,994,no,no,cellular,195,1,176,5,failure,yes
2008-08-22,37,management,married,tertiary,no,49,no,yes,cellular,132,1,-1,0,,no
2008-03-15,39,housemaid,married,primary,no,67939,yes,no,cellular,3050,35,478,25,other,yes
2010-09-15,60,unemployed,divorced,primary,no,19122,yes,no,telephone,387,30,452,12,other,no
2008-01-30,51,admin.,married,secondary,no,0,yes,yes,cellular,150,1,252,1,failure,no
2008-04-30,29,technician,married,secondary,no,132,yes,yes,cellular,88,1,-1,0,,no
2009-11-20,46,technician,married,tertiary,no,0,no,no,cellular,531,1,167,1,failure,yes
2009-09-14,20,unemployed,married,primary,yes,17403,no,no,cellular,772,52,477,201,other,yes
2009-05-28,28,services,single,secondary,no,2954,yes,no,,149,2,-1,0,,no
2009-05-08,43,technician,divorced,secondary,no,177,yes,no,,209,3,-1,0,,no
2009-05-08,41,management,single,tertiary,no,572,yes,no,,8,2,-1,0,,no
2009-03-10,47,management,married,tertiary,no,2351,no,no,cellular,80,1,-1,0,,yes
2009-05-13,42,management,married,tertiary,no,1823,yes,no,,31,1,-1,0,,no
2010-12-09,71,retired,married,secondary,no,91,no,no,telephone,87,6,-1,0,,no
2010-04-30,25,admin.,single,secondary,no,2816,no,no,cellular,327,1,-1,0,,yes
2009-06-27,32,admin.,divorced,secondary,no,-241,no,yes,,856,2,-1,0,,yes
2010-08-13,30,admin.,married,tertiary,no,631,no,no,cellular,293,3,-1,0,,no
2009-07-31,30,technician,married,tertiary,no,702,no,yes,cellular,40,29,-1,0,,no
2010-08-25,37,management,married,tertiary,no,566,no,no,cellular,463,4,-1,0,,no
2009-05-29,42,management,married,tertiary,no,-1485,yes,no,,221,2,-1,0,,no
2010-07-15,46,technician,married,secondary,no,1590,yes,no,cellular,59,2,-1,0,,no
2010-05-20,53,services,married,primary,no,574,yes,no,,121,2,-1,0,,no
2009-07-31,49,retired,divorced,secondary,no,224,no,yes,cellular,79,4,-1,0,,no
2008-05-20,32,management,single,tertiary,no,1131,yes,no,,267,2,-1,0,,no
2009-06-02,54,management,married,tertiary,no,55,yes,no,cellular,112,2,-1,0,,no
2009-12-16,39,unemployed,married,tertiary,yes,73768,yes,yes,cellular,2453,47,469,31,success,no
2010-05-20,61,admin.,married,,no,1088,yes,no,cellular,254,1,359,1,failure,no
2010-08-18,51,technician,married,secondary,no,47,no,no,cellular,54,4,-1,0,,no
2008-06-12,40,services,married,secondary,no,1291,no,yes,,138,1,-1,0,,no
2008-05-19,52,admin.,divorced,secondary,no,-342,no,no,,153,1,-1,0,,no
2009-02-05,40,entrepreneur,divorced,tertiary,no,0,no,yes,cellular,985,6,-1,0,,no
2009-06-09,26,blue-collar,single,primary,no,535,yes,no,,21,37,-1,0,,no
2010-05-18,26,blue-collar,married,secondary,no,160,yes,no,cellular,252,4,-1,0,,no
2010-07-18,32,self-employed,married,primary,no,102,yes,no,cellular,560,1,-1,0,,yes
2010-05-06,39,services,married,secondary,no,-311,yes,no,cellular,55,2,345,2,other,no
2009-01-05,28,self-employed,single,secondary,yes,39333,yes,no,telephone,4669,10,544,216,success,no
2008-10-21,76,entrepreneur,married,secondary,no,51655,yes,yes,telephone,1988,60,449,195,success,no
2010-07-29,41,admin.,married,secondary,no,-5,yes,no,cellular,38,17,-1,0,,no
2010-05-12,50,blue-collar,married,primary,no,-37,yes,no,,78,3,-1,0,,no
2008-11-20,49,admin.,single,secondary,no,7426,no,no,telephone,65,2,-1,0,,no
2010-11-17,26,,single,secondary,no,1187,no,no,,44,1,-1,0,,no
2009-08-27,30,technician,married,tertiary,no,569,no,no,cellular,976,12,-1,0,,yes
2009-07-24,30,management,married,tertiary,no,14,no,no,cellular,90,2,-1,0,,no
2010-05-20,45,blue-collar,married,primary,no,4170,yes,yes,,114,3,-1,0,,no
2008-08-22,37,management,married,secondary,no,261,no,no,cellular,296,3,-1,0,,no
2008-08-12,40,admin.,married,secondary,no,3138,no,no,cellular,238,1,-1,0,,no
2009-06-01,31,unemployed,single,primary,no,3652,no,no,cellular,285,1,-1,0,,no
2008-07-25,30,blue-collar,divorced,primary,no,-242,no,yes,cellular,124,2,-1,0,,no
2008-02-06,35,blue-collar,single,secondary,no,2158,yes,no,cellular,288,2,-1,0,,no
2010-05-12,60,self-employed,married,secondary,no,18,yes,yes,cellular,399,4,343,1,other,no
2009-05-27,40,admin.,married,secondary,no,-666,yes,no,,107,2,-1,0,,no
2010-05-08,43,self-employed,married,secondary,no,0,yes,no,cellular,131,1,-1,0,,no
2010-01-28,60,retired,married,primary,no,1369,no,yes,cellular,100,2,-1,0,,no
2008-12-21,34,admin.,single,secondary,no,303,no,no,cellular,94,3,200,6,success,no
2008-08-22,44,management,divorced,tertiary,no,0,no,no,cellular,54,2,-1,0,,no
2009-08-05,32,self-employed,married,secondary,no,67,no,no,cellular,153,1,-1,0,,no
2010-07-29,32,technician,married,secondary,no,84,no,yes,cellular,403,3,-1,0,,no
2008-05-06,27,management,single,tertiary,no,2559,yes,no,cellular,227,1,-1,0,,no
2008-01-30,36,services,married,secondary,no,1053,yes,no,telephone,99,1,259,1,failure,no
2010-06-02,29,technician,single,secondary,no,1165,no,no,cellular,245,1,-1,0,,yes
2009-05-06,60,housemaid,married,primary,no,182,no,no,cellular,141,1,10,10,failure,no
2010-05-21,31,blue-collar,single,primary,no,-280,no,no,,281,3,-1,0,,no
2009-02-05,43,retired,single,secondary,no,53,no,no,telephone,305,4,-1,0,,no
2008-04-17,30,management,single,tertiary,no,3392,yes,no,cellular,194,2,-1,0,,no
2010-05-07,38,blue-collar,single,primary,no,20,yes,no,,81,2,-1,0,,no
2010-06-06,39,housemaid,single,secondary,no,2022,no,no,,105,1,-1,0,,no
2009-11-21,57,management,married,tertiary,no,0,yes,no,cellular,67,1,-1,0,,no
2009-08-29,43,admin.,married,secondary,no,257,no,no,cellular,186,6,-1,0,,no
2010-05-16,22,admin.,single,secondary,no,118,yes,no,,270,1,-1,0,,no
2008-07-17,26,self-employed,single,tertiary,no,82,yes,no,cellular,200,1,-1,0,,no
